Title,Genre,User Rating,Number of Votes,Runtime,Year,Stars,Certificate,Metascore,Gross,Episode,Episode Title
"Rainbow: The Seven from Compound Two, Cell Six","Animation, Crime, Drama",8.3,"2,786",30 min,-2010,"Shun Oguri,Romi Park,Takaya Kuroda,Tatsuya Hasome",TV-MA,,2786,0,
Highlander: The Search for Vengeance,"Animation, Action, Fantasy",6.7,"3,907",85 min,(2007 Video),,Unrated,,3907,0,
My Life as Inukai-san's Dog,"Animation, Comedy",4.4,324,,(2023– ),"Shuichiro Umeda,Saya Aizawa,Mayu Sagara,Yurie Kozakai",TV-MA,,324,0,
Angel Beats!,"Animation, Action, Comedy",7.6,"15,542",25 min,-2010,"Hiroshi Kamiya,Harumi Sakurai,Kana Hanazawa,Ryohei Kimura",TV-14,,15542,0,
Devil May Cry: The Animated Series,"Animation, Action, Fantasy",7,"5,450",288 min,-2007,"Toshiyuki Morikawa,Misato Fukuen,Akio Ôtsuka,Fumiko Orikasa",TV-MA,,5450,0,
Battle of the Planets,"Animation, Action, Adventure",7.6,"2,150",30 min,(1978–1980),"Alan Young,Keye Luke,Ronnie Schell,Janet Waldo",TV-Y7,,2150,0,
Kenichi: The Mightiest Disciple,"Animation, Action, Comedy",8.1,"2,309",25 min,(2006–2014),"Josh Grelle,Carrie Savage,Christopher Sabat,Kent Williams",TV-14,,2309,0,
Devilman,"Animation, Action, Fantasy",7.1,"1,753",57 min,(1987–1990),"Show Hayami,Alan Marriott,Yû Mizushima,Adam Matalon",TV-MA,,1753,0,
Lupin the 3rd,"Animation, Action, Adventure",8,"1,887",30 min,(1977–1980),"Yasuo Yamada,Kiyoshi Kobayashi,Gorô Naya,Makio Inoue",TV-PG,,1887,0,
Buzz Lightyear of Star Command: The Adventure Begins,"Animation, Action, Adventure",6.2,"5,352",70 min,(2000 Video),,Not Rated,,5352,0,
Aoashi,"Animation, Comedy, Drama",8.1,"2,569",24 min,(2022– ),"Ôsuzu Kôki,Clifford Chapin,Ricco Fajardo,Austin Tindle",TV-14,,2569,0,
Fullmetal Alchemist the Movie: Conqueror of Shamballa,"Animation, Action, Adventure",7.3,"11,885",105 min,-2005,,PG-13,,11885,0,
UQ Holder!,"Animation, Action, Fantasy",6.6,472,23 min,(2017–2018),"Brittney Karbowski,Heidi Hinkel,Kalin Coates,Molly Searcy",TV-MA,,472,0,
Malevolent Spirits: Mononogatari,"Animation, Action, Fantasy",6.7,191,,(2023– ),"Reina Ueda,Miyuki Sawashiro,Takeo Otsuka,Saori Ônishi",TV-14,,191,0,
Lazarus,"Animation, Action, Adventure",,,24 min,,,,,,0,
The Masterful Cat Is Depressed Again Today,"Animation, Comedy",7.5,125,,(2023– ),"Hiroki Yasumoto,Yui Ishikawa,Katsuyuki Konishi,Ai Kakuma",,,125,0,
FLCL Progressive,"Animation, Action, Comedy",5.7,834,138 min,-2018,"Kari Wahlgren,Allegra Clark,Xanthe Huynh,Robbie Daymond",TV-14,,834,0,
Reincarnated as a Sword,"Animation, Action, Adventure",7.3,898,24 min,(2022– ),"Shin'ichirô Miki,Ai Kakuma,Yukiyo Fujii,Takuya Nakashima",TV-14,,898,0,
Dragon Ball: Curse of the Blood Rubies,"Animation, Action, Adventure",6.7,"3,184",50 min,-1986,,TV-PG,,3184,0,
Gunbuster,"Animation, Action, Drama",7.7,"1,874",30 min,(1988–1989),"Noriko Hidaka,Rei Sakuma,Norio Wakamoto,Maria Kawamura",PG,,1874,0,
Hantsu x Trash,"Animation, Comedy, Romance",6,28,45 min,(2015 Video),,,,28,0,
"The Night Is Short, Walk on Girl","Animation, Adventure, Comedy",7.5,"5,906",92 min,-2017,,PG-13,65,5906,0,
Mieruko-chan,"Animation, Comedy, Fantasy",7.2,"2,199",24 min,(2021– ),"Sora Amamiya,Kaede Hondo,Ayane Sakura,Yumiri Hanamori",TV-14,,2199,0,
Myriad Colors Phantom World,"Animation, Fantasy",6.3,879,24 min,(2016– ),"Sumire Uesaka,Saori Hayami,Hiro Shimono,Maaya Uchida",TV-14,,879,0,
Wolf's Rain,"Animation, Action, Adventure",7.9,"8,071",701 min,(2003–2004),"Sarah Hauser,Darren Pleavin,Kenta Miyake,Akio Suyama",TV-14,,8071,0,
The Disappearance of Haruhi Suzumiya,"Animation, Drama, Family",8,"7,731",162 min,-2010,,Not Rated,,7731,0,
Godzilla: Planet of the Monsters,"Animation, Action, Adventure",6,"9,029",89 min,-2017,,TV-14,,9029,0,
Super HxEros,"Animation, Action, Comedy",5.4,381,23 min,(2020– ),"Yoshitsugu Matsuoka,Ai Kakuma,Sayuri Yahagi,Ai Kayano",,,381,0,
Mazinger Z,"Action, Animation, Sci-Fi",7.8,"1,457",30 min,(1972–1974),"Jôji Yanami,Hiroya Ishimaru,Hiroshi Ôtake,Junpei Takiguchi",,,1457,0,
One Piece: Dead End Adventure,"Animation, Action, Adventure",7.2,"2,414",95 min,-2003,,TV-14,,2414,0,
Shikimori's Not Just a Cutie,"Animation, Comedy, Drama",6.6,"2,305",23 min,-2022,"Shuichiro Umeda,Saori Ônishi,Clifford Chapin,Nobuhiko Okamoto",TV-14,,2305,0,
Naruto the Movie 2: Legend of the Stone of Gelel,"Animation, Action, Adventure",6.4,"4,871",97 min,-2005,,TV-14,,4871,0,
Spice and Wolf,"Animation, Adventure, Drama",7.8,"4,809",24 min,(2008–2009),"Jun Fukuyama,Ami Koshimizu,J. Michael Tatum,Brina Palencia",TV-14,,4809,0,
Death March to the Parallel World Rhapsody,"Animation, Adventure, Comedy",6.6,"2,219",24 min,-2018,"Shun Horie,Justin Briner,Hiyori Kono,Kaya Okuno",TV-14,,2219,0,
My Neighbors the Yamadas,"Animation, Comedy, Family",7.1,"15,233",104 min,-1999,,PG,75,15233,0,
Land of the Lustrous,"Animation, Action, Fantasy",7.9,"1,892",24 min,(2017– ),"Tomoyo Kurosawa,Sarah Wiedenheft,Ai Kayano,Yumi Uchiyama",TV-14,,1892,0,
Uzaki-chan Wants to Hang Out!,"Animation, Comedy, Drama",6.9,"2,088",24 min,(2020– ),"Naomi Ohzora,Kenji Akabane,Ayana Taketatsu,Yôsuke Akimoto",TV-14,,2088,0,
Persona 5: The Animation,"Animation, Action, Adventure",6.6,739,24 min,(2018–2019),"Matthew Mercer,Cherami Leigh,Robbie Daymond,Max Mittelman",TV-14,,739,0,
Seven Mortal Sins,Animation,5.2,315,23 min,-2017,"Nicole Endicott,Amber Lee Connors,Elizabeth Maxwell,Brittany Lauda",TV-MA,,315,0,
Dragon Ball Z: Revival Fusion,"Animation, Action, Sci-Fi",7.6,"11,625",51 min,-1995,,PG,,11625,0,
Mad Monster Party?,"Animation, Comedy, Family",6.5,"3,432",94 min,-1967,,Unrated,,3432,0,
I've Been Killing Slimes for 300 Years and Maxed Out My Level,"Animation, Action, Adventure",6.4,"1,150",24 min,(2021– ),"Manami Numakura,Sayaka Senbongi,Azumi Waki,Sayaka Harada",,,1150,0,
Mobile Suit Zeta Gundam,"Animation, Action, Drama",8.1,"1,435",30 min,(1985–1986),"Nobuo Tobita,Shûichi Ikeda,Hirotaka Suzuoki,Miyuki Matsuoka",TV-14,,1435,0,
Heaven's Lost Property,"Animation, Action, Comedy",7.2,"2,006",,(2009–2010),"Jamie Marchi,Brittney Karbowski,Saori Hayami,Greg Ayres",TV-MA,,2006,0,
Mugen no jûnin: Immortal,"Animation, Action, Fantasy",7.5,"1,130",,(2019– ),"Kenjirô Tsuda,Ayane Sakura,Tatsuhisa Suzuki,Jôji Nakata",,,1130,0,
Witchblade,"Animation, Action, Adventure",7,"1,544",,-2006,"Jamie Marchi,Cherami Leigh,Robert McCollum,Rikiya Koyama",TV-MA,,1544,0,
Fate/stay night [Heaven's Feel] I. presage flower,"Animation, Action, Adventure",7.4,"3,387",120 min,-2017,,TV-MA,,3387,0,
Ghost in the Shell 2.0,"Animation, Action, Crime",7.9,"14,973",83 min,-2008,,TV-14,,14973,0,
Ulysses 31,"Animation, Action, Adventure",8,"2,305",25 min,(1981–1982),"Mayumi Tanaka,Matt Birman,Claude Giraud,Sumi Shimamoto",TV-Y7,,2305,0,
The Dawn of the Witch,"Animation, Action, Adventure",5.8,332,,(2022– ),"Shuichiro Umeda,Taku Yashiro,Sayumi Suzushiro,Miho Okasaki",TV-14,,332,0,
Goku Midnight Eye,"Animation, Action, Drama",6.8,"1,167",60 min,-1989,"Juji Matsuda,Norio Wakamoto,Wendee Lee,Daisuke Gôri",TV-MA,,1167,0,
"The Fruit of Evolution: Before I Knew It, My Life Had It Made","Animation, Adventure, Comedy",6.1,960,,(2021– ),"Giovannie Cruz,Mark Allen Jr.,Kristian Eros,Erica Muse",TV-14,,960,0,
Eden,"Animation, Action, Adventure",6.6,"1,376",25 min,(I) (2021– ),"Marika Kôno,Kentarô Itô,Kyôko Hikami,Tarusuke Shingaki",TV-Y7,,1376,0,
Sword Art Online: Progressive - Aria of a Starless Night,"Animation, Action, Adventure",7.2,"1,804",97 min,-2021,,12A,,1804,0,
Sword Art Online the Movie: Ordinal Scale,"Animation, Action, Adventure",7.3,"8,709",119 min,-2017,,TV-14,,8709,0,
March Comes in Like a Lion,"Animation, Comedy, Drama",8.3,"3,148",25 min,(2016–2018),"Kengo Kawanishi,Khoi Dao,Ai Kayano,Kana Hanazawa",TV-PG,,3148,0,
Bloom Into You,"Animation, Drama, Romance",7.8,"1,726",24 min,-2018,"Amber Lee Connors,Luci Christian,Brittney Karbowski,Tia Lynn Ballard",TV-PG,,1726,0,
Gungrave,"Animation, Action, Crime",7.9,"5,211",25 min,(2003–2004),"Kirk Thornton,Lex Lang,Steve Blum,Michelle Ruff",TV-14,,5211,0,
Texhnolyze,"Animation, Drama, Sci-Fi",7.6,"2,987",,-2003,"Liam O'Brien,Patrick Seitz,Michael Forest,Shizuka Itou",TV-MA,,2987,0,
The Asterisk War,"Animation, Action, Comedy",6.8,"2,348",23 min,(2015–2016),"Atsushi Tamaru,Ai Kakuma,Kira Buckland,Landon McDonald",TV-14,,2348,0,
A Certain Magical Index,"Animation, Action, Comedy",6.8,"2,195",23 min,(2008–2019),"Monica Rial,Micah Solusod,Alexis Tipton,Christopher Sabat",TV-14,,2195,0,
The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,"Animation, Action, Fantasy",6.6,610,,(2023– ),"Aya Uchida,Kimmie Britt,Monét Tatianna Lerner,Drew Breedlove",TV-14,,610,0,
Mobile Suit Gundam: The 08th MS Team,"Animation, Action, Drama",8,"1,782",25 min,(1996–2013),"Steve Staley,Steve Kramer,Emilie de Azevedo Brown,Debra Rogers",TV-PG,,1782,0,
The Night When Me and My Boss Spent the Night at the Capsule Hotel After the Last Train and He Passed His Fever to Me,"Animation, Romance",5.6,61,3 min,-2018,"Daisuke Hirose,Hiromi Igarashi,Taku Yashiro",,,61,0,
Jormungand,"Animation, Action, Crime",7.4,"1,398",24 min,-2012,"Shizuka Itou,Mutsumi Tamura,Wataru Hatano,Hitoshi Yanai",TV-MA,,1398,0,
Samurai 7,"Animation, Action, Adventure",7.6,"4,327",25 min,-2004,"R. Bruce Elliott,Christopher Sabat,Sean Teague,Colleen Clinkenbeard",TV-PG,,4327,0,
Konosuba: An Explosion on This Wonderful World!,"Animation, Adventure, Comedy",6.9,676,24 min,(2023– ),"Rie Takahashi,Aki Toyosaki,Hitomi Nabatame,Maria Naganawa",TV-14,,676,0,
Digimon Adventure,"Animation, Action, Adventure",7.9,"6,727",30 min,(1999–2000),"Hiroaki Hirata,Toshiko Fujita,Chika Sakamoto,Yûko Mizutani",TV-Y7-FV,,6727,0,
Fate/Apocrypha,"Animation, Action, Drama",6.6,"2,572",24 min,-2017,"Natsuki Hanae,Maaya Sakamoto,Rumi Okubo,Erica Lindbeck",TV-MA,,2572,0,
"So I'm a Spider, So What?","Animation, Adventure, Comedy",7.2,"1,770",24 min,(2021– ),"Aoi Yûki,Shun Horie,Kaito Ishikawa,Nao Tôyama",,,1770,0,
Takt Op. Destiny,"Animation, Action, Adventure",6.8,"1,928",24 min,-2021,"Kôki Uchiyama,Shion Wakayama,Alexis Tipton,Jason Liebrecht",TV-14,,1928,0,
Steins;Gate: The Movie - Load Region of Déjà Vu,"Animation, Mystery, Sci-Fi",7.8,"9,183",90 min,-2013,,TV-14,,9183,0,
"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway","Animation, Comedy, Drama",7.4,"3,173",23 min,-2021,"Kazuyuki Okitsu,Kana Ichinose,Hisako Kanemoto,Yûsuke Kobayashi",15,,3173,0,
KamiKatsu: Working for God in a Godless World,"Animation, Fantasy",6.2,457,,(2023– ),"Patrick Mealey,Matthew Elkins,UkuLeili,Sean Letourneau",TV-MA,,457,0,
Angel Cop,"Animation, Action, Sci-Fi",6.6,"1,280",180 min,(1989–1994),"Mika Doi,Sharon Holm,Masashi Ebara,Jeff Harding",TV-MA,,1280,0,
"Bofuri: I Don't Want to Get Hurt, So I'll Max Out My Defense","Animation, Action, Adventure",7.4,"2,185",23 min,(2020– ),"Kaede Hondo,Ruriko Noguchi,Saori Hayami,Noriaki Sugiyama",TV-14,,2185,0,
Doraemon,"Animation, Adventure, Comedy",8.1,"4,735",25 min,(1979–2005),"Nobuyo Ôyama,Noriko Ohara,Kazuya Tatekabe,Kaneta Kimotsuki",TV-PG,,4735,0,
Altered Carbon: Resleeved,"Animation, Action, Crime",6.4,"6,669",74 min,-2020,,TV-MA,,6669,0,
The Seven Deadly Sins: Four Knights of the Apocalypse,"Animation, Action, Adventure",,,,(2023– ),"Shou Komura,Kikunosuke Toya,Aino Shimada,Kanna Nakamura",,,,0,
Afro Samurai: Resurrection,"Animation, Action, Adventure",7.1,"9,257",97 min,(2009 TV Movie),,TV-MA,,9257,0,
Mobile Suit Gundam: Hathaway,"Animation, Action, Drama",6.6,"1,758",95 min,-2021,,TV-14,,1758,0,
Knights of the Zodiac: Saint Seiya,"Animation, Action, Adventure",4.6,"2,135",24 min,(2019–2022),"Masakazu Morita,Bryson Baugus,Hideyuki Tanaka,Marty Fleck",TV-14,,2135,0,
Record of the Lodoss War,"Animation, Action, Adventure",7.6,"2,751",25 min,(1990–1991),"Takeshi Kusao,Yumi Tôma,Kappei Yamaguchi,Hideyuki Tanaka",TV-14,,2751,0,
Blood: The Last Vampire,"Animation, Action, Horror",6.6,"13,051",48 min,-2000,,Not Rated,44,13051,0,
Dou Kyu Sei: Classmates,"Animation, Drama, Music",7.7,"3,171",60 min,-2016,,,,3171,0,
Diabolik Lovers,"Animation, Drama, Horror",4.9,"1,634",15 min,(2013–2015),"Bryson Baugus,Monica Rial,Brittney Karbowski,David Matranga",TV-MA,,1634,0,
Dragon Ball Z: Cooler's Revenge,"Animation, Action, Sci-Fi",7,"7,869",47 min,-1991,,Not Rated,,7869,0,
Japan Sinks: 2020,"Animation, Adventure, Drama",6.4,"3,342",25 min,-2020,"Billy Kametz,Ryan Bartley,Faye Mata,Grace Lynn Kung",TV-MA,,3342,0,
The Hidden Dungeon Only I Can Enter,"Animation, Action, Adventure",6.4,"1,881",24 min,-2021,"Ryôta Ôsaka,Miyu Tomita,Rumi Okubo,Akari Kitô",TV-14,,1881,0,
Piglet's Big Movie,"Animation, Adventure, Comedy",6.1,"8,408",75 min,-2003,,G,62,8408,0,
King of Thorn,"Animation, Adventure, Horror",6.3,"2,813",120 min,-2009,,TV-MA,,2813,0,
Code Geass: Lelouch of the Re;Surrection,"Animation, Action, Adventure",7.3,"3,228",112 min,-2019,,Not Rated,,3228,0,
Black Lagoon: Roberta's Blood Trail,"Animation, Action, Adventure",7.7,"3,513",34 min,(2010–2011),"Megumi Toyoguchi,Daisuke Namikawa,Michie Tomizawa,Kazue Ikura",TV-MA,,3513,0,
Undead Unluck,"Animation, Action, Adventure",,,,(2023– ),"Kahara Moe,Yûichi Nakamura,Aoi Yûki,Natsuki Hanae",,,,0,
Godzilla vs. Hedorah,"Animation, Action, Family",6,"6,112",85 min,-1971,,PG,,6112,0,
City Hunter,"Animation, Action, Comedy",7.7,"1,500",24 min,(1987–1991),"Akira Kamiya,Kazue Ikura,Yôko Asagami,Tesshô Genda",TV-14,,1500,0,
Beyond the Boundary,"Animation, Action, Comedy",7.2,"2,768",24 min,(2013–2014),"Kenichiro Ohashi,Risa Taneda,Minori Chihara,Monica Rial",TV-PG,,2768,0,
Immoral Guild,"Animation, Comedy, Fantasy",6.1,289,,-2022,,,,289,0,
Keep Your Hands Off Eizouken!,"Animation, Comedy, Drama",8.2,"1,828",24 min,(I) (2020),"Sairi Itô,Mutsumi Tamura,Misato Matsuoka,Monica Rial",TV-14,,1828,0,
Space Battleship Yamato 2199,"Animation, Action, Adventure",8.1,"1,091",,(2012–2013),"Mallorie Rodak,Monica Rial,Felecia Angelle,Jamie Marchi",TV-14,,1091,0,
Macross: Do You Remember Love?,"Animation, Action, Adventure",7.7,"3,327",114 min,-1984,,Not Rated,,3327,0,
My Girlfriend Is Shobitch,"Animation, Comedy",5.8,368,23 min,-2017,"Mitsuhiro Ichiki,Aoi Yûki,Larissa Tago Takeda,Natsumi Yamada",TV-MA,,368,0,
Olaf's Frozen Adventure,"Animation, Short, Adventure",5.6,"13,568",22 min,-2017,,G,,13568,0,
Kizumonogatari Part 1: Tekketsu,"Animation, Action, Comedy",7.3,"3,448",64 min,-2016,,,,3448,0,
Gintama: The Final,"Animation, Action, Comedy",8.5,"2,734",104 min,-2021,,,,2734,0,
Digimon Adventure: Last Evolution Kizuna,"Animation, Action, Adventure",7.5,"1,754",94 min,-2020,,TV-G,,1754,0,
Zoids,"Action, Animation, Fantasy",7.4,"1,061",24 min,-2001,"Takahiro Sakurai,Sam Vincent,Kelly Sheridan,Richard Ian Cox",TV-Y7,,1061,0,
Mushi-Shi: Next Passage,"Animation, Drama, Fantasy",8.8,"3,084",24 min,(2014– ),"Yûto Nakano,Mika Doi,Tomomi Saito,Yûto Uemura",TV-14,,3084,0,
Plastic Memories,"Animation, Drama, Romance",7.3,"2,615",24 min,-2015,"Yasuaki Takumi,Sora Amamiya,Chinatsu Akasaki,Sayuri Yahagi",TV-14,,2615,0,
Strike the Blood,"Animation, Action, Comedy",6.9,"1,780",24 min,(2013–2022),"Asami Seto,Hisako Kanemoto,Yoshimasa Hosoya,Risa Taneda",,,1780,0,
Devils Line,"Animation, Action, Crime",6.8,"1,439",24 min,(2018– ),"Luci Christian,Yoshitsugu Matsuoka,Yui Ishikawa,Adam Gibbs",TV-MA,,1439,0,
Magnetic Rose,"Animation, Drama, Horror",8.2,"3,070",45 min,-1995,,PG-13,,3070,0,
Title,Genre,User Rating,Number of Votes,Runtime,Year,Stars,Certificate,Metascore,Gross,Episode,Episode Title
Run with the Wind,"Animation, Comedy, Sport",8.4,"1,545",23 min,(2018–2019),"Mike Haimoto,Kelly Greenshield,John Swasey,Andrew Love",,,1545,0,
Seirei Gensouki: Spirit Chronicles,"Animation, Action, Adventure",7.2,"1,571",23 min,(2021– ),"Yuuki Kuwahara,Sayaka Harada,Akane Fujita,Tomori Kusunoki",TV-14,,1571,0,
Happy Sugar Life,"Animation, Crime, Drama",6.4,718,24 min,-2018,"Kana Hanazawa,Misaki Kuno,Natsuki Hanae,Yumiri Hanamori",TV-MA,,718,0,
Tomorrow's Joe,"Animation, Action, Drama",8.3,742,30 min,(1970–1971),"Teruhiko Aoi,Shunsuke Shima,Shigeyuki Hosoi,Akira Shimada",,,742,0,
The Vision of Escaflowne,"Animation, Action, Adventure",7.8,"4,391",30 min,-1996,"Kirby Morrow,Kelly Sheridan,Brian Drummond,Jocelyne Loewen",TV-14,,4391,0,
Make My Day,"Animation, Adventure, Drama",5.4,614,25 min,(2023– ),"Masaomi Yamahashi,Kazuhiro Yamaji,Zeno Robinson,James Mathis III",TV-MA,,614,0,
Tsugumomo,"Animation, Action, Mystery",6.7,455,,(2017–2020),"Sarah Wiedenheft,Felecia Angelle,Howard Wang,Megan Shipman",TV-MA,,455,0,
One Piece - Episode of East Blue: Luffy and His Four Friends' Great Adventure,"Animation, Action, Adventure",7.3,302,106 min,(2017 TV Movie),,TV-14,,302,0,
Dragons of Wonderhatch,"Animation, Action, Adventure",,,,,"Mackenyu,Kenjirô Tsuda,Shunsuke Takeuchi,Daiken Okudaira",,,,0,
Sonny Boy,"Animation, Drama, Mystery",7.6,"1,566",,-2021,"Christopher Wehkamp,Siddhartha Minhas,Kristen McGuire,Daman Mills",TV-14,,1566,0,
Lord Marksman and Vanadis,"Animation, Adventure, Fantasy",7,"1,404",25 min,-2014,"Caitlin Glass,Kyle Hebert,Vic Mignogna,Bryce Papenbrook",TV-MA,,1404,0,
Vampire in the Garden,"Animation, Action, Adventure",6.7,"1,589",25 min,-2022,"Kellen Goff,Megumi Han,Connor Fogarty,Paul Castro Jr.",TV-14,,1589,0,
Godzilla Singular Point,"Animation, Action, Mystery",6.5,"1,979",24 min,(2021– ),"Cristina Valenzuela,Bill Butts,Yume Miyamoto,Shoya Ishige",TV-14,,1979,0,
The Mysterious Cities of Gold,"Animation, Adventure, Comedy",8.7,"4,161",28 min,(1982–1983),"Janice Chaikelson,Adrian Knight,Michael Rudder,Terrence Labrosse",TV-Y7,,4161,0,
Outlaw Star,"Animation, Action, Adventure",7.9,"4,021",,(1998–2001),"Ayako Kawasumi,Bob Buchholz,Bridget Hoffman,Emilie de Azevedo Brown",TV-MA,,4021,0,
Ninja Scroll: The Series,"Animation, Action, Adventure",6.8,"1,771",30 min,-2003,"Rikiya Koyama,David Rasner,Houko Kuwashima,Daisy Tormé",TV-MA,,1771,0,
Violet Evergarden: Eternity and the Auto Memory Doll,"Animation, Drama, Family",7.4,"5,907",90 min,-2019,,U,,5907,0,
Mei and the Kitten Bus,"Animation, Short, Adventure",8,"1,611",13 min,-2002,,,,1611,0,
Fate/strange Fake: Whispers of Dawn,"Animation, Short, Action",7.3,211,,(2023 TV Short),,,,211,0,
Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,"Animation, Action, Adventure",7.8,"4,835",90 min,-2019,,Not Rated,,4835,0,
Patema Inverted,"Animation, Adventure, Drama",7.3,"9,886",98 min,-2013,,Not Rated,66,9886,0,
Attack on Titan: Junior High,"Animation, Action, Adventure",7.1,"2,652",17 min,-2015,"Yûki Kaji,Yui Ishikawa,Marina Inoue,Kishô Taniyama",TV-14,,2652,0,
Penguin Highway,"Animation, Adventure, Family",7.1,"3,562",117 min,-2018,,Not Rated,82,3562,0,
Puparia,"Animation, Short, Fantasy",7.5,950,3 min,-2020,,,,950,0,
Sweet Reincarnation,"Animation, Comedy, Drama",7,90,,(2023– ),"Ayumu Murase,Hiroshi Tsuchida,Yu Wakabayashi,Natsumi Fujiwara",,,90,0,
Nadia: The Secret of Blue Water,"Animation, Action, Adventure",7.8,"1,967",25 min,(1990–2003),"Noriko Hidaka,Nathan Parsons,James Arnold Taylor,Guy Roberts",TV-14,,1967,0,
Bubblegum Crisis,"Animation, Action, Fantasy",7.3,"1,652",25 min,(1987–1991),"Yoshiko Sakakibara,Kinuko Ômori,Michie Tomizawa,Akiko Hiramatsu",TV-MA,,1652,0,
"Say ""I love you""","Animation, Drama, Romance",7.3,"3,888",25 min,(2012–2013),"Ai Kayano,Takahiro Sakurai,David Matranga,Chris Ayres",TV-14,,3888,0,
Patlabor: The Movie,"Animation, Action, Crime",7,"5,438",100 min,-1989,,Unrated,,5438,0,
My Next Life as a Villainess: All Routes Lead to Doom!,"Animation, Comedy, Drama",7.3,"1,126",24 min,(2020– ),"Maaya Uchida,Tetsuya Kakihara,Shouta Aoi,Miho Okasaki",TV-14,,1126,0,
Devil Lady,"Animation, Action, Drama",6.3,318,30 min,(1998–1999),"Takako Fuji,Shawn Sides,Sian Rees-Cleland,Camille Chen",TV-MA,,318,0,
Mother of the Goddess' Dormitory,"Animation, Comedy, Romance",6.2,719,25 min,-2021,"Misuzu Yamada,Ayaka Nanase,Fukuyama Asaki,Yuki Yomichi",TV-MA,,719,0,
God Eater,"Animation, Action, Sci-Fi",6.9,"2,175",24 min,(2015– ),"Cherami Leigh,Mary Elizabeth McGlynn,Robbie Daymond,Patrick Seitz",TV-14,,2175,0,
NiNoKuni,"Animation, Action, Adventure",6.1,"3,775",106 min,-2019,,TV-14,,3775,0,
Re:ZERO - Starting Life in Another World (Re-Edit),"Animation, Adventure, Fantasy",8.4,595,,-2020,,,,595,0,
He-Man and She-Ra: The Secret of the Sword,"Animation, Action, Adventure",7.2,"3,169",100 min,-1985,,G,31,3169,0,
Mezzo Forte,"Animation, Action, Comedy",6.7,"1,452",80 min,(2000–2001),"Tomoko Kotani,Takumi Yamazaki,Taichirô Hirokawa,Shôzô Îzuka",Not Rated,,1452,0,
Girls' Last Tour,"Animation, Adventure, Drama",7.7,"1,358",25 min,-2017,"Inori Minase,Yurika Kubo,Juliet Simmons,Cat Thomas",TV-14,,1358,0,
Blood+,"Animation, Action, Adventure",7.6,"4,741",,(2005–2006),"Eri Kitamura,Katsuyuki Konishi,Hiroyuki Yoshino,Akiko Yajima",TV-MA,,4741,0,
Lupin the Third,"Animation, Action, Adventure",7.9,"2,324",23 min,(1971–1972),"Yasuo Yamada,Richard Epcar,Michelle Ruff,Tony Oliver",TV-PG,,2324,0,
Powerpuff Girls Z,"Animation, Action, Adventure",5.1,652,,(2006–2019),"Emiri Kato,Nami Miyahara,Machiko Kawana,Taiten Kusunoki",TV-PG,,652,0,
A Place Further Than the Universe,"Animation, Adventure, Comedy",8.2,"2,604",23 min,-2018,"Inori Minase,Kana Hanazawa,Yuka Iguchi,Saori Hayami",,,2604,0,
Knights of Sidonia: Love Woven in the Stars,"Animation, Action, Sci-Fi",7,198,110 min,-2021,,12A,,198,0,
Tsukigakirei,"Animation, Drama, Romance",7.8,"2,318",24 min,-2017,"Shoya Chiba,Konomi Kohara,Rie Murakawa,Amber Lee Connors",TV-14,,2318,0,
Fena: Pirate Princess,"Animation, Action, Adventure",7,882,,(2021– ),"Asami Seto,Ryôta Suzuki,Takahiro Sakurai,Aoi Yûki",TV-14,,882,0,
World Trigger,"Animation, Action, Sci-Fi",7.5,971,,(2014– ),"Yûki Kaji,Tomo Muranaka,Nao Tamura,Ali DeRegt",TV-14,,971,0,
Shin Jigen! Crayon Shin-chan the Movie,"Animation, Action, Adventure",7.4,66,93 min,-2023,,,,66,0,
Dragonar Academy,"Animation, Action, Comedy",6.6,689,24 min,-2014,"Kouji Takahashi,Ayane Sakura,Aaron Dismuke,Elizabeth Parker",TV-MA,,689,0,
